id,title,difficulty,related_topics,acceptance_rate,url,rating,asked_by_faang
264,Ugly Number II,Medium,"Math,Dynamic Programming,Heap",43.0,https://leetcode.com/problems/ugly-number-ii,94,1
265,Paint House II,Hard,Dynamic Programming,45.9,https://leetcode.com/problems/paint-house-ii,96,0
266,Palindrome Permutation,Easy,Hash Table,62.7,https://leetcode.com/problems/palindrome-permutation,90,1
267,Palindrome Permutation II,Medium,Backtracking,37.6,https://leetcode.com/problems/palindrome-permutation-ii,89,0
268,Missing Number,Easy,"Array,Math,Bit Manipulation",55.2,https://leetcode.com/problems/missing-number,54,1
269,Alien Dictionary,Hard,"Graph,Topological Sort",33.8,https://leetcode.com/problems/alien-dictionary,84,1
270,Closest Binary Search Tree Value,Easy,"Binary Search,Tree",50.3,https://leetcode.com/problems/closest-binary-search-tree-value,93,1
271,Encode and Decode Strings,Medium,String,33.0,https://leetcode.com/problems/encode-and-decode-strings,76,0
272,Closest Binary Search Tree Value II,Hard,"Stack,Tree",52.6,https://leetcode.com/problems/closest-binary-search-tree-value-ii,97,0
273,Integer to English Words,Hard,"Math,String",28.3,https://leetcode.com/problems/integer-to-english-words,29,1
274,H-Index,Medium,"Hash Table,Sort",36.4,https://leetcode.com/problems/h-index,38,0
275,H-Index II,Medium,Binary Search,36.4,https://leetcode.com/problems/h-index-ii,40,0
276,Paint Fence,Medium,Dynamic Programming,39.2,https://leetcode.com/problems/paint-fence,74,1
277,Find the Celebrity,Medium,Array,44.0,https://leetcode.com/problems/find-the-celebrity,91,1
278,First Bad Version,Easy,Binary Search,37.8,https://leetcode.com/problems/first-bad-version,72,1
279,Perfect Squares,Medium,"Math,Dynamic Programming,Breadth-first Search",49.2,https://leetcode.com/problems/perfect-squares,95,1
280,Wiggle Sort,Medium,"Array,Sort",64.8,https://leetcode.com/problems/wiggle-sort,91,1
281,Zigzag Iterator,Medium,Design,59.6,https://leetcode.com/problems/zigzag-iterator,95,0
282,Expression Add Operators,Hard,Divide and Conquer,36.9,https://leetcode.com/problems/expression-add-operators,86,1
283,Move Zeroes,Easy,"Array,Two Pointers",58.7,https://leetcode.com/problems/move-zeroes,97,1
284,Peeking Iterator,Medium,Design,50.9,https://leetcode.com/problems/peeking-iterator,59,1
285,Inorder Successor in BST,Medium,Tree,43.3,https://leetcode.com/problems/inorder-successor-in-bst,95,1
286,Walls and Gates,Medium,Breadth-first Search,56.9,https://leetcode.com/problems/walls-and-gates,99,1
287,Find the Duplicate Number,Medium,"Array,Two Pointers,Binary Search",57.9,https://leetcode.com/problems/find-the-duplicate-number,90,1
288,Unique Word Abbreviation,Medium,"Hash Table,Design",23.2,https://leetcode.com/problems/unique-word-abbreviation,8,1
289,Game of Life,Medium,Array,58.8,https://leetcode.com/problems/game-of-life,89,1
290,Word Pattern,Easy,Hash Table,38.4,https://leetcode.com/problems/word-pattern,89,1
291,Word Pattern II,Medium,Backtracking,44.4,https://leetcode.com/problems/word-pattern-ii,94,1
292,Nim Game,Easy,"Brainteaser,Minimax",55.1,https://leetcode.com/problems/nim-game,29,0
293,Flip Game,Easy,String,61.5,https://leetcode.com/problems/flip-game,29,1
294,Flip Game II,Medium,"Backtracking,Minimax",50.8,https://leetcode.com/problems/flip-game-ii,92,1
295,Find Median from Data Stream,Hard,"Heap,Design",47.4,https://leetcode.com/problems/find-median-from-data-stream,98,1
296,Best Meeting Point,Hard,"Math,Sort",58.2,https://leetcode.com/problems/best-meeting-point,92,1
297,Serialize and Deserialize Binary Tree,Hard,"Tree,Design",50.2,https://leetcode.com/problems/serialize-and-deserialize-binary-tree,96,1
298,Binary Tree Longest Consecutive Sequence,Medium,Tree,48.2,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence,80,1
299,Bulls and Cows,Medium,Hash Table,44.7,https://leetcode.com/problems/bulls-and-cows,47,1
300,Longest Increasing Subsequence,Medium,"Binary Search,Dynamic Programming",44.5,https://leetcode.com/problems/longest-increasing-subsequence,98,1
301,Remove Invalid Parentheses,Hard,"Depth-first Search,Breadth-first Search",44.8,https://leetcode.com/problems/remove-invalid-parentheses,96,1
302,Smallest Rectangle Enclosing Black Pixels,Hard,Binary Search,52.6,https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels,81,1
303,Range Sum Query - Immutable,Easy,Dynamic Programming,48.2,https://leetcode.com/problems/range-sum-query-immutable,48,1
304,Range Sum Query 2D - Immutable,Medium,Dynamic Programming,41.1,https://leetcode.com/problems/range-sum-query-2d-immutable,87,1
305,Number of Islands II,Hard,Union Find,39.6,https://leetcode.com/problems/number-of-islands-ii,97,1
306,Additive Number,Medium,Backtracking,29.7,https://leetcode.com/problems/additive-number,50,1
307,Range Sum Query - Mutable,Medium,"Binary Indexed Tree,Segment Tree",36.9,https://leetcode.com/problems/range-sum-query-mutable,94,1
308,Range Sum Query 2D - Mutable,Hard,"Binary Indexed Tree,Segment Tree",38.1,https://leetcode.com/problems/range-sum-query-2d-mutable,88,1
309,Best Time to Buy and Sell Stock with Cooldown,Medium,Dynamic Programming,48.3,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown,97,1
310,Minimum Height Trees,Medium,"Breadth-first Search,Graph",34.9,https://leetcode.com/problems/minimum-height-trees,96,1
311,Sparse Matrix Multiplication,Medium,Hash Table,64.1,https://leetcode.com/problems/sparse-matrix-multiplication,72,1
312,Burst Balloons,Hard,"Divide and Conquer,Dynamic Programming",53.9,https://leetcode.com/problems/burst-balloons,97,1
313,Super Ugly Number,Medium,"Math,Heap",46.3,https://leetcode.com/problems/super-ugly-number,84,1
314,Binary Tree Vertical Order Traversal,Medium,"Depth-first Search,Breadth-first Search",47.3,https://leetcode.com/problems/binary-tree-vertical-order-traversal,88,1
315,Count of Smaller Numbers After Self,Hard,"Binary Search,Divide and Conquer,Sort,Binary Indexed Tree,Segment Tree",42.4,https://leetcode.com/problems/count-of-smaller-numbers-after-self,97,1
316,Remove Duplicate Letters,Medium,"String,Stack,Greedy",39.3,https://leetcode.com/problems/remove-duplicate-letters,93,1
317,Shortest Distance from All Buildings,Hard,Breadth-first Search,42.9,https://leetcode.com/problems/shortest-distance-from-all-buildings,94,1
318,Maximum Product of Word Lengths,Medium,Bit Manipulation,52.4,https://leetcode.com/problems/maximum-product-of-word-lengths,93,1
319,Bulb Switcher,Medium,"Math,Brainteaser",45.4,https://leetcode.com/problems/bulb-switcher,34,1
320,Generalized Abbreviation,Medium,"Backtracking,Bit Manipulation",54.0,https://leetcode.com/problems/generalized-abbreviation,79,0
321,Create Maximum Number,Hard,"Dynamic Programming,Greedy",27.6,https://leetcode.com/problems/create-maximum-number,78,1
322,Coin Change,Medium,Dynamic Programming,37.7,https://leetcode.com/problems/coin-change,97,1
323,Number of Connected Components in an Undirected Graph,Medium,"Depth-first Search,Breadth-first Search,Union Find,Graph",58.2,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph,97,1
324,Wiggle Sort II,Medium,Sort,30.8,https://leetcode.com/problems/wiggle-sort-ii,67,1
325,Maximum Size Subarray Sum Equals k,Medium,Hash Table,47.6,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k,97,1
326,Power of Three,Easy,Math,42.1,https://leetcode.com/problems/power-of-three,88,1
327,Count of Range Sum,Hard,"Binary Search,Divide and Conquer,Sort,Binary Indexed Tree,Segment Tree",36.2,https://leetcode.com/problems/count-of-range-sum,90,1
328,Odd Even Linked List,Medium,Linked List,57.2,https://leetcode.com/problems/odd-even-linked-list,90,1
329,Longest Increasing Path in a Matrix,Hard,"Depth-first Search,Topological Sort,Memoization",45.4,https://leetcode.com/problems/longest-increasing-path-in-a-matrix,98,1
330,Patching Array,Hard,Greedy,35.1,https://leetcode.com/problems/patching-array,88,1
331,Verify Preorder Serialization of a Binary Tree,Medium,Stack,41.1,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree,94,1
332,Reconstruct Itinerary,Medium,"Depth-first Search,Graph",38.1,https://leetcode.com/problems/reconstruct-itinerary,68,1
333,Largest BST Subtree,Medium,Tree,38.3,https://leetcode.com/problems/largest-bst-subtree,91,1
335,Self Crossing,Hard,Math,28.7,https://leetcode.com/problems/self-crossing,31,1
336,Palindrome Pairs,Hard,"Hash Table,String,Trie",34.8,https://leetcode.com/problems/palindrome-pairs,91,1
337,House Robber III,Medium,"Dynamic Programming,Tree,Depth-first Search",52.0,https://leetcode.com/problems/house-robber-iii,98,1
338,Counting Bits,Medium,"Dynamic Programming,Bit Manipulation",70.6,https://leetcode.com/problems/counting-bits,95,1
339,Nested List Weight Sum,Medium,"Depth-first Search,Breadth-first Search",76.8,https://leetcode.com/problems/nested-list-weight-sum,79,1
340,Longest Substring with At Most K Distinct Characters,Medium,"Hash Table,Two Pointers,String,Sliding Window",45.7,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters,96,1
341,Flatten Nested List Iterator,Medium,"Stack,Design",54.8,https://leetcode.com/problems/flatten-nested-list-iterator,72,1
342,Power of Four,Easy,Bit Manipulation,41.8,https://leetcode.com/problems/power-of-four,77,0
343,Integer Break,Medium,"Math,Dynamic Programming",51.4,https://leetcode.com/problems/integer-break,85,1
344,Reverse String,Easy,"Two Pointers,String",70.7,https://leetcode.com/problems/reverse-string,75,1
345,Reverse Vowels of a String,Easy,"Two Pointers,String",45.2,https://leetcode.com/problems/reverse-vowels-of-a-string,40,1
346,Moving Average from Data Stream,Easy,"Design,Queue",73.6,https://leetcode.com/problems/moving-average-from-data-stream,91,1
347,Top K Frequent Elements,Medium,"Hash Table,Heap",62.6,https://leetcode.com/problems/top-k-frequent-elements,95,1
348,Design Tic-Tac-Toe,Medium,Design,55.7,https://leetcode.com/problems/design-tic-tac-toe,94,1
349,Intersection of Two Arrays,Easy,"Hash Table,Two Pointers,Binary Search,Sort",65.3,https://leetcode.com/problems/intersection-of-two-arrays,47,1
350,Intersection of Two Arrays II,Easy,"Hash Table,Two Pointers,Binary Search,Sort",52.1,https://leetcode.com/problems/intersection-of-two-arrays-ii,81,1
351,Android Unlock Patterns,Medium,"Dynamic Programming,Backtracking",49.8,https://leetcode.com/problems/android-unlock-patterns,36,0
352,Data Stream as Disjoint Intervals,Hard,"Binary Search,Ordered Map",48.8,https://leetcode.com/problems/data-stream-as-disjoint-intervals,80,0
353,Design Snake Game,Medium,"Design,Queue",36.2,https://leetcode.com/problems/design-snake-game,71,1
354,Russian Doll Envelopes,Hard,"Binary Search,Dynamic Programming",37.7,https://leetcode.com/problems/russian-doll-envelopes,97,1
355,Design Twitter,Medium,"Hash Table,Heap,Design",31.6,https://leetcode.com/problems/design-twitter,84,1
356,Line Reflection,Medium,"Hash Table,Math",33.1,https://leetcode.com/problems/line-reflection,30,0
357,Count Numbers with Unique Digits,Medium,"Math,Dynamic Programming,Backtracking",49.0,https://leetcode.com/problems/count-numbers-with-unique-digits,36,1
358,Rearrange String k Distance Apart,Hard,"Hash Table,Heap,Greedy",35.7,https://leetcode.com/problems/rearrange-string-k-distance-apart,96,1
359,Logger Rate Limiter,Easy,"Hash Table,Design",72.5,https://leetcode.com/problems/logger-rate-limiter,84,1
360,Sort Transformed Array,Medium,"Math,Two Pointers,Sort",49.9,https://leetcode.com/problems/sort-transformed-array,78,1
361,Bomb Enemy,Medium,Dynamic Programming,46.8,https://leetcode.com/problems/bomb-enemy,88,1
362,Design Hit Counter,Medium,Design,65.5,https://leetcode.com/problems/design-hit-counter,92,1
363,Max Sum of Rectangle No Larger Than K,Hard,"Binary Search,Dynamic Programming,Queue",38.5,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k,93,0
364,Nested List Weight Sum II,Medium,Depth-first Search,63.9,https://leetcode.com/problems/nested-list-weight-sum-ii,77,0
365,Water and Jug Problem,Medium,Math,31.3,https://leetcode.com/problems/water-and-jug-problem,32,1
366,Find Leaves of Binary Tree,Medium,"Tree,Depth-first Search",72.1,https://leetcode.com/problems/find-leaves-of-binary-tree,98,1
367,Valid Perfect Square,Easy,"Math,Binary Search",42.2,https://leetcode.com/problems/valid-perfect-square,86,1
368,Largest Divisible Subset,Medium,"Math,Dynamic Programming",38.4,https://leetcode.com/problems/largest-divisible-subset,95,1
369,Plus One Linked List,Medium,"Linked List,Recursion",59.6,https://leetcode.com/problems/plus-one-linked-list,95,1
370,Range Addition,Medium,Array,63.7,https://leetcode.com/problems/range-addition,96,1
371,Sum of Two Integers,Medium,Bit Manipulation,50.6,https://leetcode.com/problems/sum-of-two-integers,38,1
373,Find K Pairs with Smallest Sums,Medium,Heap,37.9,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,94,1
374,Guess Number Higher or Lower,Easy,Binary Search,45.1,https://leetcode.com/problems/guess-number-higher-or-lower,22,1
375,Guess Number Higher or Lower II,Medium,"Dynamic Programming,Minimax",42.4,https://leetcode.com/problems/guess-number-higher-or-lower-ii,41,1
376,Wiggle Subsequence,Medium,"Dynamic Programming,Greedy",42.2,https://leetcode.com/problems/wiggle-subsequence,96,0
377,Combination Sum IV,Medium,Dynamic Programming,46.2,https://leetcode.com/problems/combination-sum-iv,89,1
378,Kth Smallest Element in a Sorted Matrix,Medium,"Binary Search,Heap",56.4,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix,95,1
379,Design Phone Directory,Medium,"Linked List,Design",48.4,https://leetcode.com/problems/design-phone-directory,40,1
380,Insert Delete GetRandom O(1),Medium,"Array,Hash Table,Design",49.1,https://leetcode.com/problems/insert-delete-getrandom-o1,94,1
381,Insert Delete GetRandom O(1) - Duplicates allowed,Hard,"Array,Hash Table,Design",35.0,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed,93,1
382,Linked List Random Node,Medium,Reservoir Sampling,54.3,https://leetcode.com/problems/linked-list-random-node,79,1
383,Ransom Note,Easy,String,53.5,https://leetcode.com/problems/ransom-note,78,1
385,Mini Parser,Medium,"String,Stack",34.6,https://leetcode.com/problems/mini-parser,23,1
387,First Unique Character in a String,Easy,"Hash Table,String",53.9,https://leetcode.com/problems/first-unique-character-in-a-string,95,1
389,Find the Difference,Easy,"Hash Table,Bit Manipulation",57.9,https://leetcode.com/problems/find-the-difference,80,1
391,Perfect Rectangle,Hard,Line Sweep,31.3,https://leetcode.com/problems/perfect-rectangle,84,1
392,Is Subsequence,Easy,"Binary Search,Dynamic Programming,Greedy",49.6,https://leetcode.com/problems/is-subsequence,91,0
393,UTF-8 Validation,Medium,Bit Manipulation,38.1,https://leetcode.com/problems/utf-8-validation,19,1
394,Decode String,Medium,"Stack,Depth-first Search",53.0,https://leetcode.com/problems/decode-string,95,1
395,Longest Substring with At Least K Repeating Characters,Medium,"Divide and Conquer,Recursion,Sliding Window",43.6,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters,90,1
396,Rotate Function,Medium,Math,36.7,https://leetcode.com/problems/rotate-function,76,1
397,Integer Replacement,Medium,"Math,Bit Manipulation",33.6,https://leetcode.com/problems/integer-replacement,58,1
398,Random Pick Index,Medium,Reservoir Sampling,58.3,https://leetcode.com/problems/random-pick-index,43,1
399,Evaluate Division,Medium,"Union Find,Graph",54.6,https://leetcode.com/problems/evaluate-division,93,1
400,Nth Digit,Medium,Math,32.4,https://leetcode.com/problems/nth-digit,28,1
401,Binary Watch,Easy,"Backtracking,Bit Manipulation",48.5,https://leetcode.com/problems/binary-watch,36,1
402,Remove K Digits,Medium,"Stack,Greedy",28.7,https://leetcode.com/problems/remove-k-digits,96,1
403,Frog Jump,Hard,Dynamic Programming,41.7,https://leetcode.com/problems/frog-jump,92,1
404,Sum of Left Leaves,Easy,Tree,52.3,https://leetcode.com/problems/sum-of-left-leaves,91,1
405,Convert a Number to Hexadecimal,Easy,Bit Manipulation,44.5,https://leetcode.com/problems/convert-a-number-to-hexadecimal,82,1
406,Queue Reconstruction by Height,Medium,Greedy,68.6,https://leetcode.com/problems/queue-reconstruction-by-height,90,1
407,Trapping Rain Water II,Hard,"Heap,Breadth-first Search",44.5,https://leetcode.com/problems/trapping-rain-water-ii,98,1
408,Valid Word Abbreviation,Easy,String,31.5,https://leetcode.com/problems/valid-word-abbreviation,19,1
409,Longest Palindrome,Easy,Hash Table,52.3,https://leetcode.com/problems/longest-palindrome,94,0
410,Split Array Largest Sum,Hard,"Binary Search,Dynamic Programming",46.6,https://leetcode.com/problems/split-array-largest-sum,96,1
411,Minimum Unique Word Abbreviation,Hard,"Backtracking,Bit Manipulation",37.4,https://leetcode.com/problems/minimum-unique-word-abbreviation,53,1
